username,rating,date,review,clean,Token,Stopwords,Stemming,Label
Prasetyo Budi,5,11/9/2023 7:46,"Plikasi keren dapat memutar lagi yang sangat sangat wadadidaw. Bisa membangkitkan semangat untuk menyongsong negara me jadi SUPER POWER... SUARANYA lantang bagai toa masjid yang mengumumkan hasil sumbangan berjuta-juta,tapi warga sekitar yg mendengar kelaparan....ini adalah aplikasi baik untuk kaum2 introvert shg mampu menghibur dalam hibernasi",plikasi keren dapat memutar lagi yang sangat sangat wadadidaw bisa membangkitkan semangat untuk menyongsong negara me jadi super power suaranya lantang bagai toa masjid yang mengumumkan hasil sumbangan berjutajutatapi warga sekitar yg mendengar kelaparanini adalah aplikasi baik untuk kaum  introvert shg mampu menghibur dalam hibernasi,"['plikasi', 'keren', 'dapat', 'memutar', 'lagi', 'yang', 'sangat', 'sangat', 'wadadidaw', 'bisa', 'membangkitkan', 'semangat', 'untuk', 'menyongsong', 'negara', 'me', 'jadi', 'super', 'power', 'suaranya', 'lantang', 'bagai', 'toa', 'masjid', 'yang', 'mengumumkan', 'hasil', 'sumbangan', 'berjutajutatapi', 'warga', 'sekitar', 'yg', 'mendengar', 'kelaparanini', 'adalah', 'aplikasi', 'baik', 'untuk', 'kaum', 'introvert', 'shg', 'mampu', 'menghibur', 'dalam', 'hibernasi']","['plikasi', 'keren', 'memutar', 'wadadidaw', 'membangkitkan', 'semangat', 'menyongsong', 'negara', 'me', 'super', 'power', 'suaranya', 'lantang', 'toa', 'masjid', 'mengumumkan', 'hasil', 'sumbangan', 'berjutajutatapi', 'warga', 'mendengar', 'kelaparanini', 'aplikasi', 'kaum', 'introvert', 'shg', 'menghibur', 'hibernasi']","['plikasi', 'keren', 'putar', 'wadadidaw', 'bangkit', 'semangat', 'songsong', 'negara', 'me', 'super', 'power', 'suara', 'lantang', 'toa', 'masjid', 'umum', 'hasil', 'sumbang', 'berjutajutatapi', 'warga', 'dengar', 'kelaparanini', 'aplikasi', 'kaum', 'introvert', 'shg', 'hibur', 'hibernasi']",Positive
far himura,5,11/9/2023 21:18,"Sebelumnya saya pernah uninstall aplikasi ini di HP krn tdk bisa keluarkan lirik untuk bisa berkaraoke sambil mendengarkan lagu. Suatu waktu coba install kembali dan sangat gembira sdh ada fasilitas lirik lagu. Sangat puas, ditunggu pengembangan lebih lanjut seperti mengecilkan suara asli menjadi benar² layaknya berkaraoke.",sebelumnya saya pernah uninstall aplikasi ini di hp krn tdk bisa keluarkan lirik untuk bisa berkaraoke sambil mendengarkan lagu suatu waktu coba install kembali dan sangat gembira sdh ada fasilitas lirik lagu sangat puas ditunggu pengembangan lebih lanjut seperti mengecilkan suara asli menjadi benar  layaknya berkaraoke,"['sebelumnya', 'saya', 'pernah', 'uninstall', 'aplikasi', 'ini', 'di', 'hp', 'krn', 'tdk', 'bisa', 'keluarkan', 'lirik', 'untuk', 'bisa', 'berkaraoke', 'sambil', 'mendengarkan', 'lagu', 'suatu', 'waktu', 'coba', 'install', 'kembali', 'dan', 'sangat', 'gembira', 'sdh', 'ada', 'fasilitas', 'lirik', 'lagu', 'sangat', 'puas', 'ditunggu', 'pengembangan', 'lebih', 'lanjut', 'seperti', 'mengecilkan', 'suara', 'asli', 'menjadi', 'benar', 'layaknya', 'berkaraoke']","['uninstall', 'aplikasi', 'hp', 'krn', 'tdk', 'keluarkan', 'lirik', 'berkaraoke', 'mendengarkan', 'lagu', 'coba', 'install', 'gembira', 'sdh', 'fasilitas', 'lirik', 'lagu', 'puas', 'ditunggu', 'pengembangan', 'mengecilkan', 'suara', 'asli', 'layaknya', 'berkaraoke']","['uninstall', 'aplikasi', 'hp', 'krn', 'tdk', 'keluar', 'lirik', 'karaoke', 'dengar', 'lagu', 'coba', 'install', 'gembira', 'sdh', 'fasilitas', 'lirik', 'lagu', 'puas', 'tunggu', 'kembang', 'kecil', 'suara', 'asli', 'layak', 'karaoke']",Positive
Bernadus Krisna Adi Surya,5,11/9/2023 18:06,"Pilihan lagu lengkap, kualitas audio ok, canvas yang menyenangkan, lirik untuk bernyanyi, playlist yang dipreferensi secara pribadi.",pilihan lagu lengkap kualitas audio ok canvas yang menyenangkan lirik untuk bernyanyi playlist yang dipreferensi secara pribadi,"['pilihan', 'lagu', 'lengkap', 'kualitas', 'audio', 'ok', 'canvas', 'yang', 'menyenangkan', 'lirik', 'untuk', 'bernyanyi', 'playlist', 'yang', 'dipreferensi', 'secara', 'pribadi']","['pilihan', 'lagu', 'lengkap', 'kualitas', 'audio', 'ok', 'canvas', 'menyenangkan', 'lirik', 'bernyanyi', 'playlist', 'dipreferensi', 'pribadi']","['pilih', 'lagu', 'lengkap', 'kualitas', 'audio', 'ok', 'canvas', 'senang', 'lirik', 'nyanyi', 'playlist', 'preferensi', 'pribadi']",Positive
Khairul Tamimi,4,11/9/2023 16:21,"Ketika ingin mengganti lagu atau nge klik lagu, kadang suka lama, ntah itu jaringan atau apa, padahal jaringan nya lagi kenceng, tolong di perbaiki lagi",ketika ingin mengganti lagu atau nge klik lagu kadang suka lama ntah itu jaringan atau apa padahal jaringan nya lagi kenceng tolong di perbaiki lagi,"['ketika', 'ingin', 'mengganti', 'lagu', 'atau', 'nge', 'klik', 'lagu', 'kadang', 'suka', 'lama', 'ntah', 'itu', 'jaringan', 'atau', 'apa', 'padahal', 'jaringan', 'nya', 'lagi', 'kenceng', 'tolong', 'di', 'perbaiki', 'lagi']","['mengganti', 'lagu', 'nge', 'klik', 'lagu', 'kadang', 'suka', 'ntah', 'jaringan', 'jaringan', 'kenceng', 'tolong', 'perbaiki']","['ganti', 'lagu', 'nge', 'klik', 'lagu', 'kadang', 'suka', 'ntah', 'jaring', 'jaring', 'kenceng', 'tolong', 'baik']",Positive
Raffa Dwi Nugroho,4,11/9/2023 16:01,Apk music terbagus menurut saya mulai dari audio sampai kualitas suara. Saya harap semakin di optimalkan lagi ok thank,apk music terbagus menurut saya mulai dari audio sampai kualitas suara saya harap semakin di optimalkan lagi ok thank,"['apk', 'music', 'terbagus', 'menurut', 'saya', 'mulai', 'dari', 'audio', 'sampai', 'kualitas', 'suara', 'saya', 'harap', 'semakin', 'di', 'optimalkan', 'lagi', 'ok', 'thank']","['apk', 'music', 'terbagus', 'audio', 'kualitas', 'suara', 'harap', 'optimalkan', 'ok', 'thank']","['apk', 'music', 'bagus', 'audio', 'kualitas', 'suara', 'harap', 'optimal', 'ok', 'thank']",Positive
Zannuba Alian Nur,1,11/9/2023 10:30,"Ini knp lagunya bnyk yg ga bisa tampilin lirik, biasanya langsung muncul lirik, di deskripsi nya tidak dapat memuat lirik, pdhl ini lagu yg saya sering setel, beberapa lagu juga sama seperti itu. Tolong Spotify perhatikan ini demi kenyamanan pengguna. Klo sudah diperbaiki saya balik lagi buat ganti bintang nya. Trmksh.",ini knp lagunya bnyk yg ga bisa tampilin lirik biasanya langsung muncul lirik di deskripsi nya tidak dapat memuat lirik pdhl ini lagu yg saya sering setel beberapa lagu juga sama seperti itu tolong spotify perhatikan ini demi kenyamanan pengguna klo sudah diperbaiki saya balik lagi buat ganti bintang nya trmksh,"['ini', 'knp', 'lagunya', 'bnyk', 'yg', 'ga', 'bisa', 'tampilin', 'lirik', 'biasanya', 'langsung', 'muncul', 'lirik', 'di', 'deskripsi', 'nya', 'tidak', 'dapat', 'memuat', 'lirik', 'pdhl', 'ini', 'lagu', 'yg', 'saya', 'sering', 'setel', 'beberapa', 'lagu', 'juga', 'sama', 'seperti', 'itu', 'tolong', 'spotify', 'perhatikan', 'ini', 'demi', 'kenyamanan', 'pengguna', 'klo', 'sudah', 'diperbaiki', 'saya', 'balik', 'lagi', 'buat', 'ganti', 'bintang', 'nya', 'trmksh']","['lagunya', 'bnyk', 'ga', 'tampilin', 'lirik', 'langsung', 'muncul', 'lirik', 'deskripsi', 'memuat', 'lirik', 'pdhl', 'lagu', 'setel', 'lagu', 'tolong', 'spotify', 'perhatikan', 'kenyamanan', 'pengguna', 'klo', 'diperbaiki', 'ganti', 'bintang', 'trmksh']","['lagu', 'bnyk', 'ga', 'tampilin', 'lirik', 'langsung', 'muncul', 'lirik', 'deskripsi', 'muat', 'lirik', 'pdhl', 'lagu', 'setel', 'lagu', 'tolong', 'spotify', 'perhati', 'nyaman', 'guna', 'klo', 'baik', 'ganti', 'bintang', 'trmksh']",Negative
Alfiah - Magang,5,11/8/2023 6:38,"Apk yang cocok untuk mendengarkan musik, suara speaker nya juga Oke, selain itu pilihan musik yang ada di Apk Spotify juga beragam dan banyak banget. Good buat Spotify 👍",apk yang cocok untuk mendengarkan musik suara speaker nya juga oke selain itu pilihan musik yang ada di apk spotify juga beragam dan banyak banget good buat spotify  ,"['apk', 'yang', 'cocok', 'untuk', 'mendengarkan', 'musik', 'suara', 'speaker', 'nya', 'juga', 'oke', 'selain', 'itu', 'pilihan', 'musik', 'yang', 'ada', 'di', 'apk', 'spotify', 'juga', 'beragam', 'dan', 'banyak', 'banget', 'good', 'buat', 'spotify']","['apk', 'cocok', 'mendengarkan', 'musik', 'suara', 'speaker', 'oke', 'pilihan', 'musik', 'apk', 'spotify', 'beragam', 'banget', 'good', 'spotify']","['apk', 'cocok', 'dengar', 'musik', 'suara', 'speaker', 'oke', 'pilih', 'musik', 'apk', 'spotify', 'agam', 'banget', 'good', 'spotify']",Positive
MM King,1,11/8/2023 23:06,"-iklan berlebihan mana suara iklannya 2x lipat dari lagu pulak, bikin kaget. Terus ada iklan yg dangdutan, anjj gue phobia dangdut. Dikira semua orang seneng dangdut apa?!!! Ada banyak alasan kenapa sebagian kecil orang ga suka dangdut. Kalo gue emang benci dan phobia banget makanya ga pernah hadir di hajatan. -banyak lagu yg dulunya berlirik sekarang gaada. Terutama lagu lagu klasik.",iklan berlebihan mana suara iklannya    lipat dari lagu pulak bikin kaget terus ada iklan yg dangdutan anjj gue phobia dangdut dikira semua orang seneng dangdut apa ada banyak alasan kenapa sebagian kecil orang ga suka dangdut kalo gue emang benci dan phobia banget makanya ga pernah hadir di hajatan banyak lagu yg dulunya berlirik sekarang gaada terutama lagu lagu klasik,"['iklan', 'berlebihan', 'mana', 'suara', 'iklannya', 'lipat', 'dari', 'lagu', 'pulak', 'bikin', 'kaget', 'terus', 'ada', 'iklan', 'yg', 'dangdutan', 'anjj', 'gue', 'phobia', 'dangdut', 'dikira', 'semua', 'orang', 'seneng', 'dangdut', 'apa', 'ada', 'banyak', 'alasan', 'kenapa', 'sebagian', 'kecil', 'orang', 'ga', 'suka', 'dangdut', 'kalo', 'gue', 'emang', 'benci', 'dan', 'phobia', 'banget', 'makanya', 'ga', 'pernah', 'hadir', 'di', 'hajatan', 'banyak', 'lagu', 'yg', 'dulunya', 'berlirik', 'sekarang', 'gaada', 'terutama', 'lagu', 'lagu', 'klasik']","['iklan', 'suara', 'iklannya', 'lipat', 'lagu', 'pulak', 'bikin', 'kaget', 'iklan', 'dangdutan', 'anjj', 'gue', 'phobia', 'dangdut', 'orang', 'seneng', 'dangdut', 'alasan', 'orang', 'ga', 'suka', 'dangdut', 'kalo', 'gue', 'emang', 'benci', 'phobia', 'banget', 'ga', 'hadir', 'hajatan', 'lagu', 'dulunya', 'berlirik', 'gaada', 'lagu', 'lagu', 'klasik']","['iklan', 'suara', 'iklan', 'lipat', 'lagu', 'pulak', 'bikin', 'kaget', 'iklan', 'dangdut', 'anjj', 'gue', 'phobia', 'dangdut', 'orang', 'neng', 'dangdut', 'alas', 'orang', 'ga', 'suka', 'dangdut', 'kalo', 'gue', 'emang', 'benci', 'phobia', 'banget', 'ga', 'hadir', 'hajat', 'lagu', 'dulunya', 'lirik', 'gaada', 'lagu', 'lagu', 'klasik']",Negative
Raisha Safitri,3,11/8/2023 21:24,"Sebenernya dah bagus cuma,banyak lagu yang tidak dimuat dengan lirik padahal sebelumnya gak kayak gitu. Plis spotify balikin lagi lirik lagunya yang ilang soalnya cuma spotify aplikasi yang sering gue nyanyiin lagu lagunya😭🙏🏻 gue mau nyanyi jadi kek ga apal lirik 😭",sebenernya dah bagus cumabanyak lagu yang tidak dimuat dengan lirik padahal sebelumnya gak kayak gitu plis spotify balikin lagi lirik lagunya yang ilang soalnya cuma spotify aplikasi yang sering gue nyanyiin lagu lagunya    gue mau nyanyi jadi kek ga apal lirik  ,"['sebenernya', 'dah', 'bagus', 'cumabanyak', 'lagu', 'yang', 'tidak', 'dimuat', 'dengan', 'lirik', 'padahal', 'sebelumnya', 'gak', 'kayak', 'gitu', 'plis', 'spotify', 'balikin', 'lagi', 'lirik', 'lagunya', 'yang', 'ilang', 'soalnya', 'cuma', 'spotify', 'aplikasi', 'yang', 'sering', 'gue', 'nyanyiin', 'lagu', 'lagunya', 'gue', 'mau', 'nyanyi', 'jadi', 'kek', 'ga', 'apal', 'lirik']","['sebenernya', 'dah', 'bagus', 'cumabanyak', 'lagu', 'dimuat', 'lirik', 'gak', 'kayak', 'gitu', 'plis', 'spotify', 'balikin', 'lirik', 'lagunya', 'ilang', 'spotify', 'aplikasi', 'gue', 'nyanyiin', 'lagu', 'lagunya', 'gue', 'nyanyi', 'kek', 'ga', 'apal', 'lirik']","['sebenernya', 'dah', 'bagus', 'cumabanyak', 'lagu', 'muat', 'lirik', 'gak', 'kayak', 'gitu', 'plis', 'spotify', 'balikin', 'lirik', 'lagu', 'ilang', 'spotify', 'aplikasi', 'gue', 'nyanyiin', 'lagu', 'lagu', 'gue', 'nyanyi', 'kek', 'ga', 'apal', 'lirik']",Negative
Fachru Rojhie,1,11/8/2023 2:48,"Segitunya pengen biar pakek versi premium, sampek setiap mau puter lagu di kasih iklan, ganggu banget, awalnya aja enggak lama kelamaan ngelunjak iklannya, sangat serakah, tidak ingat siapa yang menaikan derajat spotify kalo bukan kita para pengguna",segitunya pengen biar pakek versi premium sampek setiap mau puter lagu di kasih iklan ganggu banget awalnya aja enggak lama kelamaan ngelunjak iklannya sangat serakah tidak ingat siapa yang menaikan derajat spotify kalo bukan kita para pengguna,"['segitunya', 'pengen', 'biar', 'pakek', 'versi', 'premium', 'sampek', 'setiap', 'mau', 'puter', 'lagu', 'di', 'kasih', 'iklan', 'ganggu', 'banget', 'awalnya', 'aja', 'enggak', 'lama', 'kelamaan', 'ngelunjak', 'iklannya', 'sangat', 'serakah', 'tidak', 'ingat', 'siapa', 'yang', 'menaikan', 'derajat', 'spotify', 'kalo', 'bukan', 'kita', 'para', 'pengguna']","['segitunya', 'pengen', 'biar', 'pakek', 'versi', 'premium', 'sampek', 'puter', 'lagu', 'kasih', 'iklan', 'ganggu', 'banget', 'aja', 'ngelunjak', 'iklannya', 'serakah', 'menaikan', 'derajat', 'spotify', 'kalo', 'pengguna']","['segitunya', 'ken', 'biar', 'pakek', 'versi', 'premium', 'sampek', 'puter', 'lagu', 'kasih', 'iklan', 'ganggu', 'banget', 'aja', 'ngelunjak', 'iklan', 'serakah', 'naik', 'derajat', 'spotify', 'kalo', 'guna']",Negative
Alfarizi Ahmad,1,11/8/2023 17:20,"Apk rusak,kenapa pada saat saya ingin membeli paket premium,selalu ada ""Tidak dapat terhubung"" dan di suruh coba lagi?padahal dulu saat beli paket premium tidak begini,kenapa sekarang menjadi aneh?tolong di perbaiki pihak spotify",apk rusakkenapa pada saat saya ingin membeli paket premiumselalu ada tidak dapat terhubung dan di suruh coba lagipadahal dulu saat beli paket premium tidak beginikenapa sekarang menjadi anehtolong di perbaiki pihak spotify,"['apk', 'rusakkenapa', 'pada', 'saat', 'saya', 'ingin', 'membeli', 'paket', 'premiumselalu', 'ada', 'tidak', 'dapat', 'terhubung', 'dan', 'di', 'suruh', 'coba', 'lagipadahal', 'dulu', 'saat', 'beli', 'paket', 'premium', 'tidak', 'beginikenapa', 'sekarang', 'menjadi', 'anehtolong', 'di', 'perbaiki', 'pihak', 'spotify']","['apk', 'rusakkenapa', 'membeli', 'paket', 'premiumselalu', 'terhubung', 'suruh', 'coba', 'lagipadahal', 'beli', 'paket', 'premium', 'beginikenapa', 'anehtolong', 'perbaiki', 'spotify']","['apk', 'rusakkenapa', 'beli', 'paket', 'premiumselalu', 'hubung', 'suruh', 'coba', 'lagipadahal', 'beli', 'paket', 'premium', 'beginikenapa', 'anehtolong', 'baik', 'spotify']",Negative
Aqiila,5,11/8/2023 0:37,"Spotify udah bagus,minusnya di iklan yang kepanjangan durasi nya sama sekarang ada lirik yang gabisa di tampilkan padahal dulu bisa.Sama satu lagi klo bisa adain fitur chat sih",spotify udah bagusminusnya di iklan yang kepanjangan durasi nya sama sekarang ada lirik yang gabisa di tampilkan padahal dulu bisasama satu lagi klo bisa adain fitur chat sih,"['spotify', 'udah', 'bagusminusnya', 'di', 'iklan', 'yang', 'kepanjangan', 'durasi', 'nya', 'sama', 'sekarang', 'ada', 'lirik', 'yang', 'gabisa', 'di', 'tampilkan', 'padahal', 'dulu', 'bisasama', 'satu', 'lagi', 'klo', 'bisa', 'adain', 'fitur', 'chat', 'sih']","['spotify', 'udah', 'bagusminusnya', 'iklan', 'kepanjangan', 'durasi', 'lirik', 'gabisa', 'tampilkan', 'bisasama', 'klo', 'adain', 'fitur', 'chat']","['spotify', 'udah', 'bagusminusnya', 'iklan', 'panjang', 'durasi', 'lirik', 'gabisa', 'tampil', 'bisasama', 'klo', 'adain', 'fitur', 'chat']",Positive
zeira arsyraya,4,11/7/2023 22:21,"KAGET SAMA IKLAN ""TAREK TAREK"", udah lama pake spotify, tapi baru kali ini kaget dengerin iklannya, btw kok buat lagu barat gaada liriknya?, males bat deh😮‍💨, padahal udah oke, makin lama updateannya makin gajelas",kaget sama iklan tarek tarek udah lama pake spotify tapi baru kali ini kaget dengerin iklannya btw kok buat lagu barat gaada liriknya males bat deh    padahal udah oke makin lama updateannya makin gajelas,"['kaget', 'sama', 'iklan', 'tarek', 'tarek', 'udah', 'lama', 'pake', 'spotify', 'tapi', 'baru', 'kali', 'ini', 'kaget', 'dengerin', 'iklannya', 'btw', 'kok', 'buat', 'lagu', 'barat', 'gaada', 'liriknya', 'males', 'bat', 'deh', 'padahal', 'udah', 'oke', 'makin', 'lama', 'updateannya', 'makin', 'gajelas']","['kaget', 'iklan', 'tarek', 'tarek', 'udah', 'pake', 'spotify', 'kali', 'kaget', 'dengerin', 'iklannya', 'lagu', 'barat', 'gaada', 'liriknya', 'males', 'bat', 'deh', 'udah', 'oke', 'updateannya', 'gajelas']","['kaget', 'iklan', 'tarek', 'tarek', 'udah', 'pake', 'spotify', 'kali', 'kaget', 'dengerin', 'iklan', 'lagu', 'barat', 'gaada', 'lirik', 'males', 'bat', 'deh', 'udah', 'oke', 'updateannya', 'gajelas']",Positive
Berlinda Aprila Tsani,3,11/7/2023 22:18,"Halo, Spotify! Saya sering menemukan lagu tanpa lirik, padahal setahu saya lagu tersebut telah disertai lirik, tetapi sekarang lirik tersebut tidak ada. Saya mohon sediakan liriknya. Saya juga mohon volume suara antara iklan dan lagu lainnya disamakan. Saya sering terkejut dengan volume suara iklan yang lebih keras daripada lagu yang saya putar, padahal saya tidak mengubah volume suara pada perangkat saya. Situasi itu sangat tidak nyaman. Tolong ya! Terima kasih.",halo spotify saya sering menemukan lagu tanpa lirik padahal setahu saya lagu tersebut telah disertai lirik tetapi sekarang lirik tersebut tidak ada saya mohon sediakan liriknya saya juga mohon volume suara antara iklan dan lagu lainnya disamakan saya sering terkejut dengan volume suara iklan yang lebih keras daripada lagu yang saya putar padahal saya tidak mengubah volume suara pada perangkat saya situasi itu sangat tidak nyaman tolong ya terima kasih,"['halo', 'spotify', 'saya', 'sering', 'menemukan', 'lagu', 'tanpa', 'lirik', 'padahal', 'setahu', 'saya', 'lagu', 'tersebut', 'telah', 'disertai', 'lirik', 'tetapi', 'sekarang', 'lirik', 'tersebut', 'tidak', 'ada', 'saya', 'mohon', 'sediakan', 'liriknya', 'saya', 'juga', 'mohon', 'volume', 'suara', 'antara', 'iklan', 'dan', 'lagu', 'lainnya', 'disamakan', 'saya', 'sering', 'terkejut', 'dengan', 'volume', 'suara', 'iklan', 'yang', 'lebih', 'keras', 'daripada', 'lagu', 'yang', 'saya', 'putar', 'padahal', 'saya', 'tidak', 'mengubah', 'volume', 'suara', 'pada', 'perangkat', 'saya', 'situasi', 'itu', 'sangat', 'tidak', 'nyaman', 'tolong', 'ya', 'terima', 'kasih']","['halo', 'spotify', 'menemukan', 'lagu', 'lirik', 'setahu', 'lagu', 'disertai', 'lirik', 'lirik', 'mohon', 'sediakan', 'liriknya', 'mohon', 'volume', 'suara', 'iklan', 'lagu', 'disamakan', 'terkejut', 'volume', 'suara', 'iklan', 'keras', 'lagu', 'putar', 'mengubah', 'volume', 'suara', 'perangkat', 'situasi', 'nyaman', 'tolong', 'terima', 'kasih']","['halo', 'spotify', 'temu', 'lagu', 'lirik', 'tahu', 'lagu', 'serta', 'lirik', 'lirik', 'mohon', 'sedia', 'lirik', 'mohon', 'volume', 'suara', 'iklan', 'lagu', 'sama', 'kejut', 'volume', 'suara', 'iklan', 'keras', 'lagu', 'putar', 'ubah', 'volume', 'suara', 'perangkat', 'situasi', 'nyaman', 'tolong', 'terima', 'kasih']",Negative
Ulva Chagi,2,11/7/2023 20:44,"Masalah iklan saya gak terlalu bermasalah, ya, maklum karena pakai yang free. Tapi entah kenapa sejak di upgrade ada beberapa (banyak) lagu yang liriknya gak muncul padal sebelum di upgrade ada. Mohon diperbaiki itu yang sangat menggangu menurut saya. Terimakasih",masalah iklan saya gak terlalu bermasalah ya maklum karena pakai yang free tapi entah kenapa sejak di upgrade ada beberapa banyak lagu yang liriknya gak muncul padal sebelum di upgrade ada mohon diperbaiki itu yang sangat menggangu menurut saya terimakasih,"['masalah', 'iklan', 'saya', 'gak', 'terlalu', 'bermasalah', 'ya', 'maklum', 'karena', 'pakai', 'yang', 'free', 'tapi', 'entah', 'kenapa', 'sejak', 'di', 'upgrade', 'ada', 'beberapa', 'banyak', 'lagu', 'yang', 'liriknya', 'gak', 'muncul', 'padal', 'sebelum', 'di', 'upgrade', 'ada', 'mohon', 'diperbaiki', 'itu', 'yang', 'sangat', 'menggangu', 'menurut', 'saya', 'terimakasih']","['iklan', 'gak', 'bermasalah', 'maklum', 'pakai', 'free', 'upgrade', 'lagu', 'liriknya', 'gak', 'muncul', 'padal', 'upgrade', 'mohon', 'diperbaiki', 'menggangu', 'terimakasih']","['iklan', 'gak', 'masalah', 'maklum', 'pakai', 'free', 'upgrade', 'lagu', 'lirik', 'gak', 'muncul', 'padal', 'upgrade', 'mohon', 'baik', 'menggangu', 'terimakasih']",Negative
Na fis,4,11/7/2023 19:20,"spotify sudah bagus. Tetapi, ketika ingin berpindah ke musik lain pasti selalu ada iklan. Jadi saya ingin kasih saran untuk mengurangi iklan pada spotify.",spotify sudah bagus tetapi ketika ingin berpindah ke musik lain pasti selalu ada iklan jadi saya ingin kasih saran untuk mengurangi iklan pada spotify,"['spotify', 'sudah', 'bagus', 'tetapi', 'ketika', 'ingin', 'berpindah', 'ke', 'musik', 'lain', 'pasti', 'selalu', 'ada', 'iklan', 'jadi', 'saya', 'ingin', 'kasih', 'saran', 'untuk', 'mengurangi', 'iklan', 'pada', 'spotify']","['spotify', 'bagus', 'berpindah', 'musik', 'iklan', 'kasih', 'saran', 'mengurangi', 'iklan', 'spotify']","['spotify', 'bagus', 'pindah', 'musik', 'iklan', 'kasih', 'saran', 'kurang', 'iklan', 'spotify']",Positive
Mega Hideung,5,11/6/2023 8:45,"Saya sangat suka banget dengan kemudahan dan spotify menyajikan hampir semua yang saya butuhkan, suaranya juga jelas vokal nya juga jelas...jadi mantap deh....",saya sangat suka banget dengan kemudahan dan spotify menyajikan hampir semua yang saya butuhkan suaranya juga jelas vokal nya juga jelasjadi mantap deh,"['saya', 'sangat', 'suka', 'banget', 'dengan', 'kemudahan', 'dan', 'spotify', 'menyajikan', 'hampir', 'semua', 'yang', 'saya', 'butuhkan', 'suaranya', 'juga', 'jelas', 'vokal', 'nya', 'juga', 'jelasjadi', 'mantap', 'deh']","['suka', 'banget', 'kemudahan', 'spotify', 'menyajikan', 'butuhkan', 'suaranya', 'vokal', 'jelasjadi', 'mantap', 'deh']","['suka', 'banget', 'mudah', 'spotify', 'saji', 'butuh', 'suara', 'vokal', 'jelasjadi', 'mantap', 'deh']",Positive
Cik Moch Effin,4,11/6/2023 23:49,"Dulu sebelum update semua musik ada lirik nya, ya kecuali yang tidak ada keterangan lirik. Tapi sekarang banyak lagu yang ada keterangan lirik nya tapi pas di pencet ""tidak bisa memutar lirik pada lagu ini"". 🗿",dulu sebelum update semua musik ada lirik nya ya kecuali yang tidak ada keterangan lirik tapi sekarang banyak lagu yang ada keterangan lirik nya tapi pas di pencet tidak bisa memutar lirik pada lagu ini  ,"['dulu', 'sebelum', 'update', 'semua', 'musik', 'ada', 'lirik', 'nya', 'ya', 'kecuali', 'yang', 'tidak', 'ada', 'keterangan', 'lirik', 'tapi', 'sekarang', 'banyak', 'lagu', 'yang', 'ada', 'keterangan', 'lirik', 'nya', 'tapi', 'pas', 'di', 'pencet', 'tidak', 'bisa', 'memutar', 'lirik', 'pada', 'lagu', 'ini']","['update', 'musik', 'lirik', 'kecuali', 'keterangan', 'lirik', 'lagu', 'keterangan', 'lirik', 'pas', 'pencet', 'memutar', 'lirik', 'lagu']","['update', 'musik', 'lirik', 'kecuali', 'terang', 'lirik', 'lagu', 'terang', 'lirik', 'pas', 'pencet', 'putar', 'lirik', 'lagu']",Positive
Fadlan Rizqy,1,11/6/2023 22:02,"Masa iya mau putar lagu yang disukai sesuai urutannya harus bayar/premium,padahal dulu ngga... setelah di update jadi kyk gitu. hadehh ...jadi jadi ga nyaman",masa iya mau putar lagu yang disukai sesuai urutannya harus bayarpremiumpadahal dulu ngga setelah di update jadi kyk gitu hadehh jadi jadi ga nyaman,"['masa', 'iya', 'mau', 'putar', 'lagu', 'yang', 'disukai', 'sesuai', 'urutannya', 'harus', 'bayarpremiumpadahal', 'dulu', 'ngga', 'setelah', 'di', 'update', 'jadi', 'kyk', 'gitu', 'hadehh', 'jadi', 'jadi', 'ga', 'nyaman']","['iya', 'putar', 'lagu', 'disukai', 'sesuai', 'urutannya', 'bayarpremiumpadahal', 'ngga', 'update', 'kyk', 'gitu', 'hadehh', 'ga', 'nyaman']","['iya', 'putar', 'lagu', 'suka', 'sesuai', 'urut', 'bayarpremiumpadahal', 'ngga', 'update', 'kyk', 'gitu', 'hadehh', 'ga', 'nyaman']",Negative
Aura Ryusan,2,11/6/2023 19:53,"sekarang kok banyak lagu yang engga ada liriknya sama kalo mau milih lagu engga bisa mana baru mutar 1/2 lagu aja udah iklan, apa apa harus premium. padahal dulu engga kaya ginii malah bagus an spotify yang duluu.",sekarang kok banyak lagu yang engga ada liriknya sama kalo mau milih lagu engga bisa mana baru mutar    lagu aja udah iklan apa apa harus premium padahal dulu engga kaya ginii malah bagus an spotify yang duluu,"['sekarang', 'kok', 'banyak', 'lagu', 'yang', 'engga', 'ada', 'liriknya', 'sama', 'kalo', 'mau', 'milih', 'lagu', 'engga', 'bisa', 'mana', 'baru', 'mutar', 'lagu', 'aja', 'udah', 'iklan', 'apa', 'apa', 'harus', 'premium', 'padahal', 'dulu', 'engga', 'kaya', 'ginii', 'malah', 'bagus', 'an', 'spotify', 'yang', 'duluu']","['lagu', 'engga', 'liriknya', 'kalo', 'milih', 'lagu', 'engga', 'mutar', 'lagu', 'aja', 'udah', 'iklan', 'premium', 'engga', 'kaya', 'ginii', 'bagus', 'an', 'spotify', 'duluu']","['lagu', 'engga', 'lirik', 'kalo', 'milih', 'lagu', 'engga', 'mutar', 'lagu', 'aja', 'udah', 'iklan', 'premium', 'engga', 'kaya', 'ginii', 'bagus', 'an', 'spotify', 'duluu']",Negative
